Kabupaten/Kota,Tahun,Indeks Kedalaman Kemiskinan
Kota Tidore Kepulauan,2018,0.82
Kota Tidore Kepulauan,2019,0.4
Kota Tidore Kepulauan,2020,0.6
Kota Tidore Kepulauan,2021,0.82
Kota Tidore Kepulauan,2022,0.83
Kota Tidore Kepulauan,2023,0.96
Kota Tidore Kepulauan,2024,0.95
Kota Tomohon,2018,1.25
Kota Tomohon,2019,0.78
Kota Tomohon,2020,0.96
Kota Tomohon,2021,0.94
Kota Tomohon,2022,0.63
Kota Tomohon,2023,0.89
Kota Tomohon,2024,0.8
Kota Tual,2018,3.39
Kota Tual,2019,3.39
Kota Tual,2020,3.67
Kota Tual,2021,4.03
Kota Tual,2022,3.77
Kota Tual,2023,2.86
Kota Tual,2024,3.03
Kota Yogyakarta,2018,1.38
Kota Yogyakarta,2019,0.85
Kota Yogyakarta,2020,1.19
Kota Yogyakarta,2021,1.07
Kota Yogyakarta,2022,0.8
Kota Yogyakarta,2023,0.86
Kota Yogyakarta,2024,0.76
Kotawaringin Barat,2018,0.55
Kotawaringin Barat,2019,0.55
Kotawaringin Barat,2020,0.4
Kotawaringin Barat,2021,0.48
Kotawaringin Barat,2022,0.47
Kotawaringin Barat,2023,0.55
Kotawaringin Barat,2024,0.43
Kotawaringin Timur,2018,0.75
Kotawaringin Timur,2019,0.92
Kotawaringin Timur,2020,0.87
Kotawaringin Timur,2021,0.89
Kotawaringin Timur,2022,1.34
Kotawaringin Timur,2023,0.75
Kotawaringin Timur,2024,0.96
Kuantan Singingi,2018,1.36
Kuantan Singingi,2019,1.28
Kuantan Singingi,2020,1.44
Kuantan Singingi,2021,1.14
Kuantan Singingi,2022,1.18
Kuantan Singingi,2023,1.17
Kuantan Singingi,2024,0.91
Kubu Raya,2018,0.63
Kubu Raya,2019,0.75
Kubu Raya,2020,0.62
Kubu Raya,2021,0.47
Kubu Raya,2022,0.4
Kubu Raya,2023,0.56
Kubu Raya,2024,0.36
Kudus,2018,0.88
Kudus,2019,0.83
Kudus,2020,1.01
Kudus,2021,1.23
Kudus,2022,0.9
Kudus,2023,0.99
Kudus,2024,1.02
Kulon Progo,2018,2.47
Kulon Progo,2019,2.72
Kulon Progo,2020,3.22
Kulon Progo,2021,3.01
Kulon Progo,2022,2.32
Kulon Progo,2023,2.54
Kulon Progo,2024,2.48
Kuningan,2018,1.73
Kuningan,2019,1.24
Kuningan,2020,2.41
Kuningan,2021,2.02
Kuningan,2022,2.14
Kuningan,2023,1.87
Kuningan,2024,2.02
Kupang,2018,3.55
Kupang,2019,4.48
Kupang,2020,4.36
Kupang,2021,3.71
Kupang,2022,3.89
Kupang,2023,3.68
Kupang,2024,4.64
Kutai Barat,2018,1.19
Kutai Barat,2019,1.48
Kutai Barat,2020,1.23
Kutai Barat,2021,1.07
Kutai Barat,2022,1.56
Kutai Barat,2023,1.29
Kutai Barat,2024,1.18
Kutai Kartanegara,2018,0.95
Kutai Kartanegara,2019,0.95
Kutai Kartanegara,2020,0.91
Kutai Kartanegara,2021,1.22
Kutai Kartanegara,2022,1.18
Kutai Kartanegara,2023,0.91
Kutai Kartanegara,2024,0.65
Kutai Timur,2018,1.49
Kutai Timur,2019,1.9
Kutai Timur,2020,2.02
Kutai Timur,2021,1.64
Kutai Timur,2022,2.33
Kutai Timur,2023,1.2
Kutai Timur,2024,1.14
Labuhan Batu,2018,1.01
Labuhan Batu,2019,0.87
Labuhan Batu,2020,0.98
Labuhan Batu,2021,1.32
Labuhan Batu,2022,0.69
Labuhan Batu,2023,1.4
Labuhan Batu,2024,0.83
Labuhan Batu Selatan,2018,1.42
Labuhan Batu Selatan,2019,1.12
Labuhan Batu Selatan,2020,0.99
Labuhan Batu Selatan,2021,1.22
Labuhan Batu Selatan,2022,1.04
Labuhan Batu Selatan,2023,0.94
Labuhan Batu Selatan,2024,0.93
Labuhan Batu Utara,2018,1.73
Labuhan Batu Utara,2019,1.66
Labuhan Batu Utara,2020,1.87
Labuhan Batu Utara,2021,1.07
Labuhan Batu Utara,2022,1.17
Labuhan Batu Utara,2023,1.19
Labuhan Batu Utara,2024,0.89
Lahat,2018,2.85
Lahat,2019,2.66
Lahat,2020,2.64
Lahat,2021,3.14
Lahat,2022,3.42
Lahat,2023,2.49
Lahat,2024,2.13
Lamandau,2018,0.34
Lamandau,2019,0.22
Lamandau,2020,0.36
Lamandau,2021,0.56
Lamandau,2022,0.37
Lamandau,2023,0.33
Lamandau,2024,0.61
Lamongan,2018,2.83
Lamongan,2019,2.53
Lamongan,2020,2.71
Lamongan,2021,2.7
Lamongan,2022,2.13
Lamongan,2023,1.73
Lamongan,2024,1.88
Lampung Barat,2018,1.84
Lampung Barat,2019,1.86
Lampung Barat,2020,2.01
Lampung Barat,2021,2.69
Lampung Barat,2022,1.89
Lampung Barat,2023,2.34
Lampung Barat,2024,1.51
Lampung Selatan,2018,2.47
Lampung Selatan,2019,2.32
Lampung Selatan,2020,2.52
Lampung Selatan,2021,2.37
Lampung Selatan,2022,1.87
Lampung Selatan,2023,2.16
Lampung Selatan,2024,1.94
Lampung Tengah,2018,1.62
Lampung Tengah,2019,2.09
Lampung Tengah,2020,1.63
Lampung Tengah,2021,1.76
Lampung Tengah,2022,1.64
Lampung Tengah,2023,1.57
Lampung Tengah,2024,1.66
Lampung Timur,2018,2.91
Lampung Timur,2019,2.5
Lampung Timur,2020,2.5
Lampung Timur,2021,2.45
Lampung Timur,2022,2.31
Lampung Timur,2023,2.11
Lampung Timur,2024,1.57
Lampung Utara,2018,2.96
Lampung Utara,2019,3.72
Lampung Utara,2020,2.88
Lampung Utara,2021,3.3
Lampung Utara,2022,2.95
Lampung Utara,2023,2.37
Lampung Utara,2024,2.3
Landak,2018,1.82
Landak,2019,1.71
Landak,2020,1.54
Landak,2021,1.29
Landak,2022,1.4
Landak,2023,1.32
Landak,2024,1.48
Langkat,2018,1.68
Langkat,2019,0.9
Langkat,2020,1.52
Langkat,2021,1.17
Langkat,2022,1.33
Langkat,2023,2.22
Langkat,2024,1.18
Lanny Jaya,2018,14.59
Lanny Jaya,2019,16.35
Lanny Jaya,2020,13.87
Lanny Jaya,2021,14.87
Lanny Jaya,2022,13.73
Lanny Jaya,2023,13.15
Lanny Jaya,2024,6.73
Lebak,2018,1.26
Lebak,2019,0.97
Lebak,2020,1.14
Lebak,2021,1.66
Lebak,2022,1.35
Lebak,2023,1.73
Lebak,2024,1.02
Lebong,2018,1.63
Lebong,2019,1.27
Lebong,2020,1.45
Lebong,2021,1.42
Lebong,2022,1.15
Lebong,2023,1.45
Lebong,2024,1.3
Lembata,2018,4.48
Lembata,2019,5.03
Lembata,2020,4.77
Lembata,2021,5.64
Lembata,2022,4.84
Lembata,2023,4.56
Lembata,2024,4.35
Lima Puluh Kota,2018,1.09
Lima Puluh Kota,2019,0.51
Lima Puluh Kota,2020,0.78
Lima Puluh Kota,2021,1.21
Lima Puluh Kota,2022,0.92
Lima Puluh Kota,2023,1.07
Lima Puluh Kota,2024,0.77
Lingga,2018,2.25
Lingga,2019,1.97
Lingga,2020,2.32
Lingga,2021,2.98
Lingga,2022,2.53
Lingga,2023,1.6
Lingga,2024,1.25
Lombok Barat,2018,3.07
Lombok Barat,2019,3.42
Lombok Barat,2020,2.91
Lombok Barat,2021,1.7
Lombok Barat,2022,1.82
Lombok Barat,2023,1.78
Lombok Barat,2024,1.84
Lombok Tengah,2018,2.31
Lombok Tengah,2019,1.56
Lombok Tengah,2020,1.42
Lombok Tengah,2021,1.69
Lombok Tengah,2022,2.01
Lombok Tengah,2023,2.12
Lombok Tengah,2024,1.56
Lombok Timur,2018,2.67
Lombok Timur,2019,1.48
Lombok Timur,2020,1.84
Lombok Timur,2021,2.88
Lombok Timur,2022,2.58
Lombok Timur,2023,3.57
Lombok Timur,2024,2.66
Lombok Utara,2018,6.98
Lombok Utara,2019,7.39
Lombok Utara,2020,7.09
Lombok Utara,2021,5.69
Lombok Utara,2022,6.08
Lombok Utara,2023,4.44
Lombok Utara,2024,4.81
Lumajang,2018,1.38
Lumajang,2019,1.09
Lumajang,2020,1.14
Lumajang,2021,1.57
Lumajang,2022,1.34
Lumajang,2023,1.41
Lumajang,2024,1.23
Luwu,2018,2.35
Luwu,2019,2.71
Luwu,2020,2.12
Luwu,2021,1.77
Luwu,2022,1.9
Luwu,2023,2.19
Luwu,2024,2.05
Luwu Timur,2018,1.16
Luwu Timur,2019,1.11
Luwu Timur,2020,1.05
Luwu Timur,2021,1.09
Luwu Timur,2022,0.8
Luwu Timur,2023,1.46
Luwu Timur,2024,1.31
Luwu Utara,2018,2.43
Luwu Utara,2019,2.55
Luwu Utara,2020,2.29
Luwu Utara,2021,2.07
Luwu Utara,2022,2.26
Luwu Utara,2023,2.2
Luwu Utara,2024,2.1
Madiun,2018,1.6
Madiun,2019,1.53
Madiun,2020,1.63
Madiun,2021,1.65
Madiun,2022,1.67
Madiun,2023,1.47
Madiun,2024,1.4
Magelang,2018,1.55
Magelang,2019,0.98
Magelang,2020,1.23
Magelang,2021,1.63
Magelang,2022,1.66
Magelang,2023,1.73
Magelang,2024,1.23
Magetan,2018,1.16
Magetan,2019,1.56
Magetan,2020,1.2
Magetan,2021,1.54
Magetan,2022,1.55
Magetan,2023,1.11
Magetan,2024,1.09
Mahakam Hulu,2018,0.33
Mahakam Hulu,2019,1.94
Mahakam Hulu,2020,1.46
Mahakam Hulu,2021,1.77
Mahakam Hulu,2022,2.08
Mahakam Hulu,2023,1.02
Mahakam Hulu,2024,1.64
Majalengka,2018,1.96
Majalengka,2019,1.39
Majalengka,2020,1.41
Majalengka,2021,2.44
Majalengka,2022,1.55
Majalengka,2023,1.34
Majalengka,2024,1.76
Majene,2018,2.61
Majene,2019,1.99
Majene,2020,2.21
Majene,2021,2.03
Majene,2022,2.6
Majene,2023,1.87
Majene,2024,1.82
Malaka,2018,2.05
Malaka,2019,2.81
Malaka,2020,2.48
Malaka,2021,2.04
Malaka,2022,2.24
Malaka,2023,2.3
Malaka,2024,1.99
Malang,2018,1.67
Malang,2019,1.57
Malang,2020,1.37
Malang,2021,1.41
Malang,2022,0.92
Malang,2023,0.98
Malang,2024,0.98
Malinau,2018,0.93
Malinau,2019,0.85
Malinau,2020,1.16
Malinau,2021,0.85
Malinau,2022,0.73
Malinau,2023,0.37
Malinau,2024,0.57
Maluku Barat Daya,2018,5.81
Maluku Barat Daya,2019,5.41
Maluku Barat Daya,2020,5.46
Maluku Barat Daya,2021,5.7
Maluku Barat Daya,2022,3.33
Maluku Barat Daya,2023,5.58
Maluku Barat Daya,2024,3.52
Maluku Tengah,2018,3.25
Maluku Tengah,2019,3.67
Maluku Tengah,2020,4.05
Maluku Tengah,2021,4.03
Maluku Tengah,2022,2.75
Maluku Tengah,2023,2.78
Maluku Tengah,2024,4.0
Maluku Tenggara,2018,3.96
Maluku Tenggara,2019,3.78
Maluku Tenggara,2020,4.26
Maluku Tenggara,2021,3.23
Maluku Tenggara,2022,3.78
Maluku Tenggara,2023,3.85
Maluku Tenggara,2024,2.65
Maluku Tenggara Barat,2018,5.64
Maluku Tenggara Barat,2019,3.92
Maluku Tenggara Barat,2020,5.9
Maluku Tenggara Barat,2021,5.1
Maluku Tenggara Barat,2022,4.48
Maluku Tenggara Barat,2023,4.07
Maluku Tenggara Barat,2024,4.23
Mamasa,2018,2.24
Mamasa,2019,2.19
Mamasa,2020,1.71
Mamasa,2021,2.25
Mamasa,2022,2.09
Mamasa,2023,2.17
Mamasa,2024,1.75
Mamberamo Raya,2018,4.38
Mamberamo Raya,2019,6.87
Mamberamo Raya,2020,4.12
Mamberamo Raya,2021,3.53
Mamberamo Raya,2022,5.66
Mamberamo Raya,2023,6.25
Mamberamo Raya,2024,3.37
Mamberamo Tengah,2018,8.45
Mamberamo Tengah,2019,14.5
Mamberamo Tengah,2020,9.11
Mamberamo Tengah,2021,6.51
Mamberamo Tengah,2022,7.61
Mamberamo Tengah,2023,7.89
Mamberamo Tengah,2024,5.1
Mamuju,2018,0.79
Mamuju,2019,0.84
Mamuju,2020,1.06
Mamuju,2021,1.08
Mamuju,2022,0.98
Mamuju,2023,0.79
Mamuju,2024,1.12
Mamuju Tengah,2018,1.0
Mamuju Tengah,2019,1.37
Mamuju Tengah,2020,0.88
Mamuju Tengah,2021,1.15
Mamuju Tengah,2022,1.15
Mamuju Tengah,2023,0.97
Mamuju Tengah,2024,0.92
Mamuju Utara,2018,0.47
Mamuju Utara,2019,0.46
Mamuju Utara,2020,0.36
Mamuju Utara,2021,0.55
Mamuju Utara,2022,0.9
Mamuju Utara,2023,0.72
Mamuju Utara,2024,0.66
Mandailing Natal,2018,1.48
Mandailing Natal,2019,1.01
Mandailing Natal,2020,1.14
Mandailing Natal,2021,1.44
Mandailing Natal,2022,1.15
Mandailing Natal,2023,1.48
Mandailing Natal,2024,1.11
Manggarai,2018,3.19
Manggarai,2019,3.48
Manggarai,2020,4.53
Manggarai,2021,4.83
Manggarai,2022,3.34
Manggarai,2023,4.63
Manggarai,2024,2.88
Manggarai Barat,2018,3.42
Manggarai Barat,2019,3.39
Manggarai Barat,2020,3.09
Manggarai Barat,2021,3.55
Manggarai Barat,2022,4.44
Manggarai Barat,2023,3.59
Manggarai Barat,2024,3.55
Manggarai Timur,2018,4.56
Manggarai Timur,2019,4.74
Manggarai Timur,2020,4.5
Manggarai Timur,2021,4.96
Manggarai Timur,2022,5.27
Manggarai Timur,2023,5.57
Manggarai Timur,2024,5.14
Manokwari,2018,4.17
Manokwari,2019,6.41
Manokwari,2020,5.87
Manokwari,2021,4.96
Manokwari,2022,3.69
Manokwari,2023,4.16
Manokwari,2024,3.3
Manokwari Selatan,2018,8.52
Manokwari Selatan,2019,7.77
Manokwari Selatan,2020,8.61
Manokwari Selatan,2021,8.92
Manokwari Selatan,2022,8.99
Manokwari Selatan,2023,7.45
Manokwari Selatan,2024,5.17
Mappi,2018,5.07
Mappi,2019,4.66
Mappi,2020,4.99
Mappi,2021,4.46
Mappi,2022,3.9
Mappi,2023,3.12
Mappi,2024,4.58
Maros,2018,2.19
Maros,2019,2.5
Maros,2020,1.45
Maros,2021,1.61
Maros,2022,1.77
Maros,2023,1.89
Maros,2024,1.06
Maybrat,2018,11.15
Maybrat,2019,9.67
Maybrat,2020,8.01
Maybrat,2021,9.09
Maybrat,2022,9.13
Maybrat,2023,8.09
Maybrat,2024,4.48
Melawi,2018,2.0
Melawi,2019,2.24
Melawi,2020,1.63
Melawi,2021,2.21
Melawi,2022,1.83
Melawi,2023,2.47
Melawi,2024,1.72
Merangin,2018,1.86
Merangin,2019,1.39
Merangin,2020,0.94
Merangin,2021,1.25
Merangin,2022,1.21
Merangin,2023,1.02
Merangin,2024,1.18
Merauke,2018,2.06
Merauke,2019,2.4
Merauke,2020,1.53
Merauke,2021,1.46
Merauke,2022,1.67
Merauke,2023,1.96
Merauke,2024,1.98
Mesuji,2018,0.82
Mesuji,2019,0.93
Mesuji,2020,0.88
Mesuji,2021,0.83
Mesuji,2022,0.65
Mesuji,2023,1.18
Mesuji,2024,0.83
Mimika,2018,3.81
Mimika,2019,5.51
Mimika,2020,3.59
Mimika,2021,2.53
Mimika,2022,4.05
Mimika,2023,3.96
Mimika,2024,3.82
Minahasa,2018,1.17
Minahasa,2019,1.02
Minahasa,2020,0.82
Minahasa,2021,1.31
Minahasa,2022,0.91
Minahasa,2023,1.51
Minahasa,2024,1.38
Minahasa Selatan,2018,1.63
Minahasa Selatan,2019,1.31
Minahasa Selatan,2020,1.02
Minahasa Selatan,2021,1.19
Minahasa Selatan,2022,0.93
Minahasa Selatan,2023,1.14
Minahasa Selatan,2024,0.79
Minahasa Tenggara,2018,2.5
Minahasa Tenggara,2019,1.7
Minahasa Tenggara,2020,2.27
Minahasa Tenggara,2021,2.39
Minahasa Tenggara,2022,1.89
Minahasa Tenggara,2023,1.47
Minahasa Tenggara,2024,1.53
Minahasa Utara,2018,1.15
Minahasa Utara,2019,0.87
Minahasa Utara,2020,0.98
Minahasa Utara,2021,0.85
Minahasa Utara,2022,1.16
Minahasa Utara,2023,1.13
Minahasa Utara,2024,0.73
Mojokerto,2018,1.81
Mojokerto,2019,1.29
Mojokerto,2020,1.95
Mojokerto,2021,1.59
Mojokerto,2022,1.37
Mojokerto,2023,1.73
Mojokerto,2024,1.01
Morowali,2018,3.05
Morowali,2019,2.12
Morowali,2020,2.48
Morowali,2021,2.11
Morowali,2022,2.03
Morowali,2023,1.52
Morowali,2024,1.79
Morowali Utara,2018,1.76
Morowali Utara,2019,2.9
Morowali Utara,2020,2.95
Morowali Utara,2021,2.35
Morowali Utara,2022,2.18
Morowali Utara,2023,2.33
Morowali Utara,2024,1.89
Muara Enim,2018,1.91
Muara Enim,2019,2.1
Muara Enim,2020,1.94
Muara Enim,2021,1.66
Muara Enim,2022,1.72
Muara Enim,2023,1.92
Muara Enim,2024,2.14
Muaro Jambi,2018,0.68
Muaro Jambi,2019,0.39
Muaro Jambi,2020,0.31
Muaro Jambi,2021,0.47
Muaro Jambi,2022,0.4
Muaro Jambi,2023,0.62
Muaro Jambi,2024,0.48
Mukomuko,2018,1.7
Mukomuko,2019,2.19
Mukomuko,2020,1.52
Mukomuko,2021,1.88
Mukomuko,2022,2.05
Mukomuko,2023,1.54
Mukomuko,2024,1.56
Muna,2018,1.7
Muna,2019,1.71
Muna,2020,1.86
Muna,2021,1.9
Muna,2022,1.57
Muna,2023,2.21
Muna,2024,1.87
Muna Barat,2018,2.09
Muna Barat,2019,2.2
Muna Barat,2020,1.98
Muna Barat,2021,2.03
Muna Barat,2022,1.99
Muna Barat,2023,1.92
Muna Barat,2024,2.08
Murung Raya,2018,1.2
Murung Raya,2019,0.69
Murung Raya,2020,0.87
Murung Raya,2021,1.09
Murung Raya,2022,1.11
Murung Raya,2023,0.9
Murung Raya,2024,1.04
Musi Banyuasin,2018,3.41
Musi Banyuasin,2019,3.37
Musi Banyuasin,2020,3.67
Musi Banyuasin,2021,3.1
Musi Banyuasin,2022,2.95
Musi Banyuasin,2023,1.77
Musi Banyuasin,2024,2.02
Musi Rawas,2018,2.25
Musi Rawas,2019,2.21
Musi Rawas,2020,2.05
Musi Rawas,2021,2.43
Musi Rawas,2022,1.94
Musi Rawas,2023,1.99
Musi Rawas,2024,1.87
Musi Rawas Utara,2018,4.64
Musi Rawas Utara,2019,3.27
Musi Rawas Utara,2020,3.24
Musi Rawas Utara,2021,3.02
Musi Rawas Utara,2022,3.07
Musi Rawas Utara,2023,3.33
Musi Rawas Utara,2024,3.07
Nabire,2018,7.87
Nabire,2019,9.93
Nabire,2020,9.26
Nabire,2021,8.41
Nabire,2022,6.8
Nabire,2023,8.02
Nabire,2024,5.85
Nagan Raya,2018,3.7
Nagan Raya,2019,3.17
Nagan Raya,2020,3.33
Nagan Raya,2021,3.5
Nagan Raya,2022,3.06
Nagan Raya,2023,3.12
Nagan Raya,2024,2.3
Nagekeo,2018,1.88
Nagekeo,2019,1.93
Nagekeo,2020,1.7
Nagekeo,2021,1.73
Nagekeo,2022,1.3
Nagekeo,2023,1.16
Nagekeo,2024,1.56
Natuna,2018,0.58
Natuna,2019,0.49
Natuna,2020,0.4
Natuna,2021,0.44
Natuna,2022,1.06
Natuna,2023,0.7
Natuna,2024,0.31
Nduga,2018,9.81
Nduga,2019,7.07
Nduga,2020,7.57
Nduga,2021,11.89
Nduga,2022,8.31
Nduga,2023,10.75
Nduga,2024,5.42
Ngada,2018,2.29
Ngada,2019,2.37
Ngada,2020,2.4
Ngada,2021,2.89
Ngada,2022,2.13
Ngada,2023,1.77
Ngada,2024,2.14
Nganjuk,2018,2.07
Nganjuk,2019,1.22
Nganjuk,2020,1.62
Nganjuk,2021,1.56
Nganjuk,2022,1.48
Nganjuk,2023,1.48
Nganjuk,2024,1.04
Ngawi,2018,1.96
Ngawi,2019,2.65
Ngawi,2020,2.37
Ngawi,2021,2.23
Ngawi,2022,1.66
Ngawi,2023,2.29
Ngawi,2024,2.22
Nias,2018,2.45
Nias,2019,2.53
Nias,2020,1.91
Nias,2021,2.21
Nias,2022,2.53
Nias,2023,1.95
Nias,2024,1.64
Nias Barat,2018,4.36
Nias Barat,2019,3.34
Nias Barat,2020,3.21
Nias Barat,2021,3.32
Nias Barat,2022,3.1
Nias Barat,2023,2.08
Nias Barat,2024,1.76
Nias Selatan,2018,2.49
Nias Selatan,2019,2.28
Nias Selatan,2020,2.82
Nias Selatan,2021,2.38
Nias Selatan,2022,2.71
Nias Selatan,2023,3.04
Nias Selatan,2024,2.62
Nias Utara,2018,5.1
Nias Utara,2019,4.38
Nias Utara,2020,4.12
Nias Utara,2021,4.24
Nias Utara,2022,4.54
Nias Utara,2023,2.52
Nias Utara,2024,4.34
Nunukan,2018,0.99
Nunukan,2019,1.32
Nunukan,2020,0.87
Nunukan,2021,0.68
Nunukan,2022,0.84
Nunukan,2023,0.59
Nunukan,2024,0.82
Ogan Ilir,2018,2.2
Ogan Ilir,2019,1.82
Ogan Ilir,2020,2.15
Ogan Ilir,2021,2.55
Ogan Ilir,2022,2.24
Ogan Ilir,2023,1.48
Ogan Ilir,2024,1.49
Ogan Komering Ilir,2018,3.05
Ogan Komering Ilir,2019,2.67
Ogan Komering Ilir,2020,2.98
Ogan Komering Ilir,2021,3.52
Ogan Komering Ilir,2022,2.85
Ogan Komering Ilir,2023,2.91
Ogan Komering Ilir,2024,1.62
Ogan Komering Ulu,2018,2.56
Ogan Komering Ulu,2019,1.79
Ogan Komering Ulu,2020,1.91
Ogan Komering Ulu,2021,1.83
Ogan Komering Ulu,2022,1.64
Ogan Komering Ulu,2023,1.59
Ogan Komering Ulu,2024,1.0
Ogan Komering Ulu Selatan,2018,1.2
Ogan Komering Ulu Selatan,2019,1.34
Ogan Komering Ulu Selatan,2020,1.17
Ogan Komering Ulu Selatan,2021,1.28
Ogan Komering Ulu Selatan,2022,1.09
Ogan Komering Ulu Selatan,2023,1.86
Ogan Komering Ulu Selatan,2024,1.68
Ogan Komering Ulu Timur,2018,1.6
Ogan Komering Ulu Timur,2019,1.51
Ogan Komering Ulu Timur,2020,1.02
Ogan Komering Ulu Timur,2021,1.3
Ogan Komering Ulu Timur,2022,0.96
Ogan Komering Ulu Timur,2023,0.92
Ogan Komering Ulu Timur,2024,0.72
Pacitan,2018,1.73
Pacitan,2019,1.75
Pacitan,2020,2.68
Pacitan,2021,1.66
Pacitan,2022,1.35
Pacitan,2023,1.73
Pacitan,2024,1.49
Padang Lawas,2018,1.07
Padang Lawas,2019,1.64
Padang Lawas,2020,1.19
Padang Lawas,2021,1.33
Padang Lawas,2022,0.93
Padang Lawas,2023,1.44
Padang Lawas,2024,1.12
Padang Lawas Utara,2018,1.41
Padang Lawas Utara,2019,1.18
Padang Lawas Utara,2020,1.2
Padang Lawas Utara,2021,1.29
Padang Lawas Utara,2022,0.73
Padang Lawas Utara,2023,1.14
Padang Lawas Utara,2024,1.33
Padang Pariaman,2018,1.25
Padang Pariaman,2019,1.02
Padang Pariaman,2020,0.67
Padang Pariaman,2021,0.81
Padang Pariaman,2022,0.69
Padang Pariaman,2023,0.74
Padang Pariaman,2024,0.78
Pakpak Bharat,2018,1.54
Pakpak Bharat,2019,0.92
Pakpak Bharat,2020,1.38
Pakpak Bharat,2021,1.05
Pakpak Bharat,2022,1.37
Pakpak Bharat,2023,0.49
Pakpak Bharat,2024,0.8
Pamekasan,2018,1.7
Pamekasan,2019,1.85
Pamekasan,2020,1.89
Pamekasan,2021,1.9
Pamekasan,2022,2.05
Pamekasan,2023,1.48
Pamekasan,2024,1.05
Pandeglang,2018,1.31
Pandeglang,2019,1.33
Pandeglang,2020,1.0
Pandeglang,2021,1.49
Pandeglang,2022,1.21
Pandeglang,2023,1.56
Pandeglang,2024,1.52
Pangandaran,2018,1.24
Pangandaran,2019,0.9
Pangandaran,2020,1.32
Pangandaran,2021,1.25
Pangandaran,2022,1.24
Pangandaran,2023,1.28
Pangandaran,2024,1.23
Pangkajene Dan Kepulauan,2018,3.12
Pangkajene Dan Kepulauan,2019,1.81
Pangkajene Dan Kepulauan,2020,2.52
Pangkajene Dan Kepulauan,2021,2.78
Pangkajene Dan Kepulauan,2022,2.09
Pangkajene Dan Kepulauan,2023,2.15
Pangkajene Dan Kepulauan,2024,1.78
Paniai,2018,13.2
Paniai,2019,6.52
Paniai,2020,6.23
Paniai,2021,4.6
Paniai,2022,3.95
Paniai,2023,4.37
Paniai,2024,6.78
Parigi Moutong,2018,2.71
Parigi Moutong,2019,3.06
Parigi Moutong,2020,3.49
Parigi Moutong,2021,3.26
Parigi Moutong,2022,3.84
Parigi Moutong,2023,2.61
Parigi Moutong,2024,3.36
Pasaman,2018,0.93
Pasaman,2019,0.59
Pasaman,2020,0.7
Pasaman,2021,0.67
Pasaman,2022,0.65
Pasaman,2023,0.73
Pasaman,2024,0.79
Pasaman Barat,2018,1.22
Pasaman Barat,2019,0.81
Pasaman Barat,2020,0.62
Pasaman Barat,2021,1.24
Pasaman Barat,2022,1.1
Pasaman Barat,2023,0.98
Pasaman Barat,2024,0.76
Paser,2018,1.22
Paser,2019,1.57
Paser,2020,1.04
Paser,2021,1.37
Paser,2022,1.35
Paser,2023,1.04
Paser,2024,0.86
Pasuruan,2018,1.5
Pasuruan,2019,1.56
Pasuruan,2020,1.15
Pasuruan,2021,1.17
Pasuruan,2022,1.29
Pasuruan,2023,1.22
Pasuruan,2024,1.09
Pati,2018,1.37
Pati,2019,1.47
Pati,2020,1.37
Pati,2021,1.69
Pati,2022,1.2
Pati,2023,1.64
Pati,2024,1.17
Pegunungan Arfak,2018,5.88
Pegunungan Arfak,2019,7.7
Pegunungan Arfak,2020,5.53
Pegunungan Arfak,2021,5.28
Pegunungan Arfak,2022,6.43
Pegunungan Arfak,2023,6.21
Pegunungan Arfak,2024,5.54
Pegunungan Bintang,2018,5.91
Pegunungan Bintang,2019,9.02
Pegunungan Bintang,2020,4.91
Pegunungan Bintang,2021,3.69
Pegunungan Bintang,2022,5.6
Pegunungan Bintang,2023,7.66
Pegunungan Bintang,2024,6.1
Pekalongan,2018,1.4
Pekalongan,2019,1.17
Pekalongan,2020,1.42
Pekalongan,2021,1.75
Pekalongan,2022,1.67
Pekalongan,2023,1.3
Pekalongan,2024,1.16
Pelalawan,2018,0.97
Pelalawan,2019,1.44
Pelalawan,2020,1.31
Pelalawan,2021,1.45
Pelalawan,2022,1.23
Pelalawan,2023,1.05
Pelalawan,2024,1.12
Pemalang,2018,2.96
Pemalang,2019,2.55
Pemalang,2020,2.86
Pemalang,2021,2.92
Pemalang,2022,2.43
Pemalang,2023,2.4
Pemalang,2024,2.56
Penajam Paser Utara,2018,1.18
Penajam Paser Utara,2019,1.0
Penajam Paser Utara,2020,0.87
Penajam Paser Utara,2021,1.18
Penajam Paser Utara,2022,1.07
Penajam Paser Utara,2023,0.75
Penajam Paser Utara,2024,0.72
Penukal Abab Lematang Ilir,2018,2.24
Penukal Abab Lematang Ilir,2019,1.86
Penukal Abab Lematang Ilir,2020,1.4
Penukal Abab Lematang Ilir,2021,1.84
Penukal Abab Lematang Ilir,2022,1.5
Penukal Abab Lematang Ilir,2023,0.99
Penukal Abab Lematang Ilir,2024,0.62
Pesawaran,2018,2.87
Pesawaran,2019,2.69
Pesawaran,2020,2.18
Pesawaran,2021,2.3
Pesawaran,2022,2.0
Pesawaran,2023,1.63
Pesawaran,2024,1.7
Pesisir Barat,2018,2.61
Pesisir Barat,2019,1.6
Pesisir Barat,2020,1.8
Pesisir Barat,2021,2.39
Pesisir Barat,2022,2.22
Pesisir Barat,2023,1.88
Pesisir Barat,2024,2.1
Pesisir Selatan,2018,0.77
Pesisir Selatan,2019,0.76
Pesisir Selatan,2020,0.81
